question_id,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,domain,difficulty,source_file
162c67b3,Which two types of content can be generated by using Azure OpenAI generative AI apps? Each correct answer presents a complete solution.,Text,Image,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
af3bbcd9,Which Azure AI Document Intelligence prebuilt model should you use to extract parties and jurisdictions from a legal document?,Contract,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
74f63d54,What are three stages in a transformer model? Each correct answer presents a complete solution.,tokenization,next token prediction,embedding calculation,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
a07704b6,Detecting the genre of a work of fiction is an example of which natural language processing task?,Classifying,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
57414794,Creating a list of bullet points based on text input is an example of which natural language processing task?,Summarizing,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
e7259c9b,Creating advertising slogans from a product description is an example of which natural language processing task?,Generating,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
511868fc,What are three Microsoft guiding principles for responsible AI? Each correct answer presents a complete solution.,Inclusiveness,Fairness,Reliability and safety,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
55e812b0,"According to Microsoft's principle of responsible AI, AI systems should NOT reflect biases from the data sets that are used to train the systems. Which principle is this?",Fairness,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d87d3a21,Counting the number of animals in an area based on a video feed is an example of which AI workload?,Computer vision,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
c7d25df9,Which two scenarios are examples of a natural language processing workload? Each correct answer presents a complete solution.,"a smart device in the home that responds to questions such as, 'What will the weather be like today?'",a website that uses a knowledge base to interactively respond to users' questions,,,None,,Unknown,Unknown,AI-900 Important Questions.pdf
2008d5d5,You need to analyze images of vehicles on a highway and measure the distance between the vehicles. Which computer vision task should you use?,Object Detection,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
0795ae70,Assigning categories to passengers based on demographic data is an example of which machine learning task?,Classification,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d55acbeb,Predicting the amount of consumed fuel based on flight distance is an example of which machine learning task?,Regression,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
00f3cda6,Predicting whether a passenger will miss their flight based on demographic data is an example of which machine learning task?,Classification,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
b191ba16,"For a regression model, labels must be numeric. (True/False)",True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
e4be72f9,"For a clustering model, labels must be provided. (True/False)",True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
d2e259af,"For a classification model, labels must be numeric. (True/False)",True,False,,,B,,Unknown,Unknown,AI-900 Important Questions.pdf
8ba90b43,A webchat bot can interact with users visiting a website. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
1c8bd071,Automatically generating captions for pre-recorded videos is an example of natural language processing. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d51e5806,A smart device in the home that responds to questions such as 'What will the weather be like today?' is an example of natural language processing. (True/False),True,False,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
4bbc9e53,"You are building a chatbot that will use natural language processing (NLP) to perform the following actions based on the text input of a user: Accept customer orders, Retrieve support documents, Retrieve order status updates. Which NLP task is primarily involved in identifying key information for these actions?",named entity recognition,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
9cb661bc,You need to scan the news for articles about your customers and alert employees when there is a negative article. Positive articles must be added to a press book. Which natural language processing task should be used for 'Box 1' in this process?,Entity recognition,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
e1af1aa5,You have an Azure Machine Learning pipeline that contains a Split Data module. The Split Data module outputs to a Train Model module and a Score Model module. What is the function of the Split Data module?,creating training and validation datasets,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
9f98571f,Which Azure AI service can be used to create a knowledge base from frequently asked questions (FAQ)?,Azure QnA Maker,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
d2e3100d,Azure AI Vision ___ can be used to identify the location of a bicycle in an image.,object detection,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
77110a1d,Which of the following methods can be used to improve the quality of responses generated by a generative AI solution that uses GPT-3.5? Each correct answer presents a complete solution.,Add training data to prompts,Provide additional examples to prompts,Add grounding data to prompts.,,None,"The text indicates that multiple options are correct, but the output format only allows for a single correct answer. Options A, B, and C are all presented as correct solutions.",Unknown,Unknown,AI-900 Important Questions.pdf
547e0fad,Which parameter should you configure to produce a more diverse range of tokens in the responses from a chat solution that uses the Azure OpenAI GPT-3.5 model?,Presence penalty,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
b3016df7,"As part of the Microsoft responsible Al principles, customers must __ before they can use Azure OpenAl",Obtain approval based on their intended usage,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
83b269e0,"Evaluate the following statements about Automated Machine Learning (AutoML): 
1. Automated machine learning is the process of automating the time-consuming, iterative tasks of machine learning model development.
2. Automated machine learning can automatically infer the training data from the use case provided.
3. Automated machine learning works by running multiple training iterations that are scored and ranked by the metrics you specify.
4. Automated machine learning enables you to specify a dataset and will automatically understand which label to predict.",YNYN,YYYY,NNNN,NYNY,A,The provided text 'YNYN' indicates the truth value for each statement in order.,Unknown,Unknown,AI-900 Important Questions.pdf
5ca4bb92,Predicting how many vehicles will travel across a bridge on a given day is an example of,regression,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
00f317a5,"You have the following dataset:
Household Income
Postal Code
House Price Category
20,000
55555
Low
Which of the following correctly identifies a feature and a label from this dataset?","Household Income (Feature), House Price Category (Label)","Postal Code (Feature), Household Income (Label)","House Price Category (Feature), Postal Code (Label)",All columns are features.,A,"Based on AI-900 knowledge, Household Income is a feature and House Price Category is the label being predicted. The provided text 'A feature , A label' indicates the type of answer expected.",Unknown,Unknown,AI-900 Important Questions.pdf
abcc53ed,Which OpenAl model does GitHub Copilot use to make suggestions for client-side JavaScript?,Codex,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
9e95eb3b,"Match each scenario to the appropriate machine learning task:
1. Predict how many minutes late a flight will arrive based on the amount of snowfall at an airport.
2. Segment customers into a defined number of different groups to support a marketing department.
3. Predict whether a student will complete a university course.","1. Regression, 2. Clustering, 3. Classification","1. Classification, 2. Regression, 3. Clustering","1. Clustering, 2. Classification, 3. Regression","1. Regression, 2. Classification, 3. Clustering",A,"The provided text 'Regression , Clustering , Classification' corresponds to the correct task for each scenario in order.",Unknown,Unknown,AI-900 Important Questions.pdf
fe7a2825,Data values that are used to make a prediction are called,Features,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
76d62333,"You use Azure Machine Learning designer to build a model pipeline.
What should you create before you can run the pipeline?",a compute resource,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
74ad0b25,"A medical research project uses a large dataset of brain scan images that are categorized into predefined brain hemorrhage types.
You need to use machine learning to support early detection of the different brain hemorrhage types in the images before the images are reviewed by a person",Classification,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
807e000c,"Match each description to the corresponding Microsoft responsible AI principle:
1. The system must not discriminate based on gender, race, or age.
2. Personal data must be visible only to approved users.
3. Automated decision-making processes must be recorded so that approved users can identify why a decision was made.","1. Fairness, 2. Privacy and security, 3. Transparency","1. Transparency, 2. Fairness, 3. Privacy and security","1. Privacy and security, 2. Transparency, 3. Fairness","1. Fairness, 2. Transparency, 3. Privacy and security",A,"The provided text '1. Fairness
2. Privacy and security
3. Transparency' corresponds to the correct principle for each description in order.",Unknown,Unknown,AI-900 Important Questions.pdf
9f22ae72,"Match each description to the corresponding Microsoft responsible AI principle:
1. The decision-making process must be recorded so that staff can identify the reasoning behind a particular quote.
2. A customer's personal information must be visible only to staff who are involved in the decision-making process.
3. The system must be accessible to customers who use screen readers or other assistive technology","1. Transparency, 2. Privacy and security, 3. Inclusiveness","1. Privacy and security, 2. Transparency, 3. Inclusiveness","1. Inclusiveness, 2. Privacy and security, 3. Transparency","1. Transparency, 2. Inclusiveness, 3. Privacy and security",A,"The provided text 'Transparency
Privacy and security
Inclusiveness' corresponds to the correct principle for each description in order.",Unknown,Unknown,AI-900 Important Questions.pdf
d34815d1,Computer vision capabilities can be deployed to,integrate a face detection feature into an app,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
b7621100,"Evaluate the following statements about Conversational AI:
1. A smart device in the home that responds to questions such as 'When is my next appointment?' is an example of conversational AI.
2. An interactive webchat feature on a company website can be implemented by using Azure Bot Service.
3. Automatically generating captions for pre-recorded videos is an example of conversational AI.",YYN,YNY,NYY,NNN,A,The provided text 'YYN' indicates the truth value for each statement in order.,Unknown,Unknown,AI-900 Important Questions.pdf
33cc2d50,Which term is used to describe uploading your own data to customize an Azure OpenAl model?,Fine Tuning,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
04b986aa,__ extracts text from handwritten documents,OCR,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
5a6f2839,What is an example of the Microsoft responsible AI principle of transparency?,helping users understand the decisions made by an AI system,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
dc21301f,"Evaluate the following statements about creating an object detection model in the Azure AI Custom Vision service:
1. You must choose a classification type of either Multilabel or Multiclass.
2. You can create an object detection model to find the location of items within an image.
3. You can select from a set of predefined domains.",NYY,YNY,YYN,NNY,A,The provided text 'NYY' indicates the truth value for each statement in order.,Unknown,Unknown,AI-900 Important Questions.pdf
91bc75b2,A historian can use ________ to digitize newspaper articles.,Optical character recognition (OCR),,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
67f4044a,"Your company manufactures widgets.
You have 1,000 digital photos of the widgets.
You need to identify the location of the widgets within the photos.
What should you use?",Custom Vision object detection,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
887cbc86,"You need to count the number of animals in a photograph.
Which type of computer vision should you use?",Object detection,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
7cf9137a,Generating text that describes an image is an example of,image classification.,,,,A,,Unknown,Unknown,AI-900 Important Questions.pdf
91e9ba6e,You build a machine learning model by using the automated machine learning user interface (UI). You need to ensure that the model meets the Microsoft transparency principle for responsible AI. What should you do?,Set Validation type to Auto.,Enable Explain best model.,Set Primary metric to accuracy.,Set Max concurrent iterations to 0.,B,"Model Explain Ability. Most businesses run on trust and being able to open the ML black box helps build transparency and trust. In heavily regulated industries like healthcare and banking, it is critical to comply with regulations and best practices. One key aspect of this is understanding the relationship between input variables (features) and model output. Knowing both the magnitude and direction of the impact each feature (feature importance) has on the predicted value helps better understand and explain the model. With model explain ability, we enable you to understand feature importance as part of automated ML runs. Reference: https://azure.microsoft.com/en-us/blog/new-automated-machine-learning-capabilities-in-azure-machine-learning-service/",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
d8e5aef2,What are three Microsoft guiding principles for responsible AI? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.,knowledgeability,decisiveness,inclusiveness,fairness,None,The six guiding principles are: 1. Fairness 2. Inclusiveness 3. Transparency 4. Privacy and Security 5. Reliability and Safety 6. Accountability Reference: https://docs.microsoft.com/en-us/learn/modules/responsible-ai-principles/4-guiding-principles,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
f54f447a,You run a charity event that involves posting photos of people wearing sunglasses on Twitter. You need to ensure that you only retweet photos that meet the following requirements: ✑ Include one or more faces. ✑ Contain at least one person wearing sunglasses. What should you use to analyze the images?,the Verify operation in the Face service,the Detect operation in the Face service,the Describe Image operation in the Computer Vision service,the Analyze Image operation in the Computer Vision service,B,Face detect can be requested to detect also glasses attribute Reference: https://docs.microsoft.com/en-us/azure/cognitive-services/face/overview,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
ffe410f3,"When you design an AI system to assess whether loans should be approved, the factors used to make the decision should be explainable. This is an example of which Microsoft guiding principle for responsible AI?",transparency,inclusiveness,fairness,privacy and security,A,"Achieving transparency helps the team to understand the data and algorithms used to train the model, what transformation logic was applied to the data, the final model generated, and its associated assets. This information offers insights about how the model was created, which allows it to be reproduced in a transparent way. Incorrect Answers: B: Inclusiveness mandates that AI should consider all human races and experiences, and inclusive design practices can help developers to understand and address potential barriers that could unintentionally exclude people.",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
fea3dd86,You are building an AI-based app. You need to ensure that the app uses the principles for responsible AI. Which two principles should you follow? Each correct answer presents part of the solution.,Implement an Agile software development methodology,Implement a process of AI model validation as part of the software review process,"Establish a risk governance committee that includes members of the legal team, members of the risk management team, and a privacy officer",Prevent the disclosure of the use of AI-based algorithms for automated decision making,None,B ensures reliability and safety principle and C ensures privacy and security principle of AI.,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
c2343afd,"To complete the sentence, select the appropriate option in the answer area.",,,,,None,"Accelerate your business processes by automating information extraction. Form Recognizer applies advanced machine learning to accurately extract text, key/ value pairs, and tables from documents. With just a few samples, Form Recognizer tailors its understanding to your documents, both on-premises and in the cloud. Turn forms into usable data at a fraction of the time and cost, so you can focus more time acting on the information rather than compiling it.",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
40ee7e9f,"For each of the following statements, select Yes if the statement is true. Otherwise, select No. NOTE: Each correct selection is worth one point.",,,,,None,"Box 1: Yes - Azure Machine Learning designer lets you visually connect datasets and modules on an interactive canvas to create machine learning models. Box 2: Yes - With the designer you can connect the modules to create a pipeline draft. As you edit a pipeline in the designer, your progress is saved as a pipeline draft. Box 3: No -",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
3bfbf79e,"You have the following dataset. You plan to use the dataset to train a model that will predict the house price categories of houses. What are Household Income and House Price Category? To answer, select the appropriate option in the answer area. NOTE: Each correct selection is worth one point.",,,,,None,Feature = Input. Label = Output.,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
d91a893d,A medical research project uses a large anonymized dataset of brain scan images that are categorized into predefined brain haemorrhage types. You need to use machine learning to support early detection of the different brain haemorrhage types in the images before the images are reviewed by a person. This is an example of which type of machine learning?,clustering,regression,classification,,C,"This is classification. There are multiple reasons it's classification - The training data is already tagged as with the correct type of hemorrhage - Classification can be done for more than two classes (which people seem to not realize based on the comments) - You do clustering on a group of inputs. For example, the scans of 10 people. You can't cluster a single input. Clearly you get a new scan of a new patient and you want to know what that scan shows, you don't have a group of scans to cluster. - Clustering gives NO labels. You just get groups and don't know what the label is, but in this question it's very clear they want to know the label that belongs to the new scan -> classification",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
11845d00,"When training a model, why should you randomly split the rows into separate subsets?",to train the model twice to attain better accuracy,to train multiple models simultaneously to attain better performance,to test the model by using data that was not used to train the model,,C,First for training then evaluation. He is referring to the famous train_test_split that everyone uses to split the dataset into train and test sets. ​You lose statistical power by estimating on a subset n like 50 percent of original N. Thats the price you pay for splitting data. For example a normally independently distributed (n.i.d) x has an estimator of arithmetic mean X whose variance inversely related to N. Bigger sample is better for accuracy of a simple arithmetic mean.,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
01ca8b40,You need to predict the income range of a given customer by using the following dataset. Which two fields should you use as features? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.,Education Level,Last Name,Age,Income Range,None,"First Name, Last Name, Age and Education Level are features. Income range is a label (what you want to predict). First Name and Last Name are irrelevant in that they have no bearing on income. Age and Education level are the features you should use.",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
865e83cf,What are two metrics that you can use to evaluate a regression model? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.,coefficient of determination (R2),F1 score,root mean squared error (RMSE),area under curve (AUC),None,"Small Tip: If its Regression model then remembers 'R' and the corresponding answer will be R2 and RMSE. A: R-squared (R2), or Coefficient of determination represents the predictive power of the model as a value between -inf and 1.00. 1.00 means there is a perfect fit, and the fit can be arbitrarily poor so the scores can be negative. C: RMS-loss or Root Mean Squared Error (RMSE) (also called Root Mean Square Deviation, RMSD), measures the difference between values predicted by a model and the values observed from the environment that is being modeled. Incorrect Answers: B: F1 score also known as balanced F-score or F-measure is used to evaluate a classification model. D: aucROC or area under the curve (AUC) is used to evaluate a classification model.",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
294ce1d3,"You need to use Azure Machine Learning designer to build a model that will predict automobile prices. Which type of modules should you use to complete the model? To answer, drag the appropriate modules to the correct locations. Each module may be used once, more than once, or not at all. You may need to drag the split bar between panes or scroll to view content. NOTE: Each correct selection is worth one point.",,,,,None,"Box 1: Select Columns in Dataset For Columns to be cleaned, choose the columns that contain the missing values you want to change. You can choose multiple columns, but you must use the same replacement method in all selected columns. Box 2: Split data - Splitting data is a common task in machine learning. You will split your data into two separate datasets. One dataset will train the model and the other will test how well the model performed. Box 3: Linear regression - Because you want to predict price, which is a number, you can use a regression algorithm. For this example, you use a linear regression model.",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
92425abf,Which metric can you use to evaluate a classification model?,true positive rate,mean absolute error (MAE),coefficient of determination (R2),root mean squared error (RMSE),A,What does a good model look like? A,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
db7fe14f,Which two actions are performed during the data ingestion and data preparation stage of an Azure Machine Learning process? Each correct answer presents part of the solution.,Calculate the accuracy of the model.,Score test data by using the model.,Combine multiple datasets.,Use the model for real-time predictions.,None,,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
cb36daa3,You need to predict the animal population of an area. Which Azure Machine Learning type should you use?,regression,clustering,classification,,A,Regression is a supervised machine learning technique used to predict numeric values.,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
2360fcee,Which two languages can you use to write custom code for Azure Machine Learning designer? Each correct answer presents a complete solution.,Python,R,C#,Scala,None,"Use Azure Machine Learning designer for customizing using Python and R code. ""Build and train machine learning models with state-of-the art machine learning and deep learning algorithms, including those for computer vision, text analytics, recommendations, and anomaly detection. Drag and drop modules for no-code models or customize using Python and R code.""",Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
3bee6fec,In which two scenarios can you use the Form Recognizer service? Each correct answer presents a complete solution.,Extract the invoice number from an invoice.,Translate a form from French to English.,Find image of product in a catalog.,Identify the retailer from a receipt.,None,,Unknown,Unknown,AI-900 Question Bank CertyIQ.pdf
6507f5e8,Which machine learning technique would you use to group items that are likely to be sold next month?,classification,regression,clustering,,C,"Clustering, in machine learning, is a method of grouping data points into similar clusters. It is also called segmentation. Over the years, many clustering algorithms have been developed. Almost all clustering algorithms use the features of individual items to find similar items. For example, you might apply clustering to find similar people by demographics. You might use clustering with text analysis to group sentences with similar topics or sentiment.",Unknown,Unknown,AI-900_lastest_dump_2021.pdf
