question_id,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,domain,difficulty,source_file
6341c62a,DRAG DROP (Drag and Drop is not supported) You need to scan the news for articles about your customers and alert employees when there is a negative article. Positive articles must be added to a press book. Which natural language processing tasks should you use to complete the process?,,,,,A,"Box 1: Entity recognition the Named Entity Recognition module in Machine Learning Studio (classic), to identify the names of things, such as people, companies, or locations in a column of text. Named entity recognition is an important area of research in machine learning and natural language processing (NLP), because it can be used to answer many real-world questions, such as: -Which companies were mentioned in a news article? -Does a tweet contain the name of a person? Does the tweet also provide his current location? -Were specified products mentioned in complaints or reviews? Box 2: Sentiment Analysis The Text Analytics API's Sentiment Analysis feature provides two ways for detecting positive and negative sentiment. If you send a Sentiment Analysis request, the API will return sentiment labels (such as ""negative"", ""neutral"" and ""positive"") and confidence scores at the sentence and document-level.",Unknown,Unknown,printable.pdf
13774c69,You are building a knowledge base by using QnA Maker. Which file format can you use to populate the knowledge base?,PPTX,XML,ZIP,PDF,D,"D: Content types of documents you can add to a knowledge base: Content types include many standard structured documents such as PDF, DOC, and TXT. Note: The tool supports the following file formats for ingestion: -.tsv: QnA contained in the format Question(tab)Answer. -.txt, .docx, .pdf: QnA contained as regular FAQ content--that is, a sequence of questions and answers. Incorrect Answers: A: PPTX is the default presentation file format for new PowerPoint presentations. B: It is not possible to ingest xml file directly.",Unknown,Unknown,printable.pdf
94ceedc7,In which scenario should you use key phrase extraction?,identifying whether reviews of a restaurant are positive or negative,generating captions for a video based on the audio track,identifying which documents provide information about the same topics,translating a set of documents from English to German,C,,Unknown,Unknown,printable.pdf
e9d17803,You have insurance claim reports that are stored as text. You need to extract key terms from the reports to generate summaries. Which type of AI workload should you use?,natural language processing,conversational AI,anomaly detection,computer vision,A,,Unknown,Unknown,printable.pdf
54630548,Which AI service can you use to interpret the meaning of a user input such as `Call me back later?`,Translator,Text Analytics,Speech,Language Understanding (LUIS),D,"Language Understanding (LUIS) is a cloud-based AI service, that applies custom machine-learning intelligence to a user's conversational, natural language text to predict overall meaning, and pull out relevant, detailed information.",Unknown,Unknown,printable.pdf
28778ce7,You are developing a chatbot solution in Azure. Which service should you use to determine a user's intent?,Translator,QnA Maker,Speech,Language Understanding (LUIS),D,"Language Understanding (LUIS) is a cloud-based API service that applies custom machine-learning intelligence to a user's conversational, natural language text to predict overall meaning, and pull out relevant, detailed information. Design your LUIS model with categories of user intentions called intents. Each intent needs examples of user utterances. Each utterance can provide data that needs to be extracted with machine-learning entities.",Unknown,Unknown,printable.pdf
382cc80b,You need to make the written press releases of your company available in a range of languages. Which service should you use?,Translator,Text Analytics,Speech,Language Understanding (LUIS),A,"Translator is a cloud-based machine translation service you can use to translate text in near real-time through a simple REST API call. The service uses modern neural machine translation technology and offers statistical machine translation technology. Custom Translator is an extension of Translator, which allows you to build neural translation systems.",Unknown,Unknown,printable.pdf
f14ebcfa,DRAG DROP (Drag and Drop is not supported) Match the types of natural languages processing workloads to the appropriate scenarios.,,,,,A,"Box 1: Entity recognition Named Entity Recognition (NER) is the ability to identify different entities in text and categorize them into pre-defined classes or types such as: person, location, event, product, and organization. Box 2: Sentiment analysis Sentiment Analysis is the process of determining whether a piece of writing is positive, negative or neutral. Box 3: Translation Using Microsoft's Translator text API This versatile API from Microsoft can be used for the following: Translate text from one language to another. Transliterate text from one script to another. Detecting language of the input text. Find alternate translations to specific text. Determine the sentence length.",Unknown,Unknown,printable.pdf
92a25127,You are developing a natural language processing solution in Azure. The solution will analyze customer reviews and determine how positive or negative each review is. This is an example of which type of natural language processing workload?,language detection,sentiment analysis,key phrase extraction,entity recognition,B,"Sentiment Analysis is the process of determining whether a piece of writing is positive, negative or neutral.",Unknown,Unknown,printable.pdf
7b414dba,You use natural language processing to process text from a Microsoft news story. You receive the output shown in the following exhibit. Which type of natural languages processing was performed?,entity recognition,key phrase extraction,sentiment analysis,translation,A,"Named Entity Recognition (NER) is the ability to identify different entities in text and categorize them into pre-defined classes or types such as: person, location, event, product, and organization. In this question, the square brackets indicate the entities such as DateTime, PersonType, Skill.",Unknown,Unknown,printable.pdf
e1300902,"You plan to apply Text Analytics API features to a technical support ticketing system. Match the Text Analytics API features to the appropriate natural language processing scenarios. To answer, drag the appropriate feature from the column on the left to its scenario on the right. Each feature may be used once, more than once, or not at all. Note: Each correct selection is worth one point.",,,,,A,"Box1: Sentiment analysis Sentiment Analysis is the process of determining whether a piece of writing is positive, negative or neutral. Box 2: Broad entity extraction Broad entity extraction: Identify important concepts in text, including key Key phrase extraction/ Broad entity extraction: Identify important concepts in text, including key phrases and named entities such as people, places, and organizations. Box 3: Entity Recognition Named Entity Recognition: Identify and categorize entities in your text as people, places, organizations, date/time, quantities, percentages, currencies, and more. Well-known entities are also recognized and linked to more information on the web.",Unknown,Unknown,printable.pdf
a19981c0,"You are authoring a Language Understanding (LUIS) application to support a music festival. You want users to be able to ask questions about scheduled shows, such as: `Which act is playing on the main stage?` The question `Which act is playing on the main stage?` is an example of which type of element?",an intent,an utterance,a domain,an entity,B,Utterances are input from the user that your app needs to interpret.,Unknown,Unknown,printable.pdf
5a40576e,You build a QnA Maker bot by using a frequently asked questions (FAQ) page. You need to add professional greetings and other responses to make the bot more user friendly. What should you do?,Increase the confidence threshold of responses,Enable active learning,Create multi-turn questions,Add chit-chat,D,,Unknown,Unknown,printable.pdf
79e8867f,You need to develop a chatbot for a website. The chatbot must answer users' questions based on the information in the following documents: -A product troubleshooting guide in a Microsoft Word document -A frequently asked questions (FAQ) list on a webpage Which service should you use to process the documents?,Azure Bot Service,Language Understanding,Text Analytics,QnA Maker,D,,Unknown,Unknown,printable.pdf
f36d1962,You are building a Language Understanding model for an e-commerce business. You need to ensure that the model detects when utterances are outside the intended scope of the model. What should you do?,Test the model by using new utterances,Add utterances to the None intent,Create a prebuilt task entity,Create a new model,B,The None intent is filled with utterances that are outside of your domain.,Unknown,Unknown,printable.pdf
72e85c6f,Which two scenarios are examples of a natural language processing workload? Each correct answer presents a complete solution. Note: Each correct selection is worth one point.,monitoring the temperature of machinery to turn on a fan when the temperature reaches a specific threshold,"a smart device in the home that responds to questions such as, ""What will the weather be like today?""",a website that uses a knowledge base to interactively respond to users' questions,assembly line machinery that autonomously inserts headlamps into cars,None,"Natural language processing (NLP) is used for tasks such as sentiment analysis, topic detection, language detection, key phrase extraction, and document categorization.",Unknown,Unknown,printable.pdf
5b01bfcd,You have an AI solution that provides users with the ability to control smart devices by using verbal commands. Which two types of natural language processing (NLP) workloads does the solution use? Each correct answer presents part of the solution. Note: Each correct selection is worth one point.,text-to-speech,key phrase extraction,speech-to-text,language modeling,None,"Key phrase extraction is one of the features offered by Azure Cognitive Service for Language, a collection of machine learning and AI algorithms in the cloud for developing intelligent applications that involve written language. Use key phrase extraction to quickly identify the main concepts in text. For example, in the text ""The food was delicious and the staff were wonderful."", key phrase extraction will return the main topics: ""food"" and ""wonderful staff"".",Unknown,Unknown,printable.pdf
a85e1ee1,"You plan to use Azure Cognitive Services to develop a voice controlled personal assistant app. Match the Azure Cognitive Services to the appropriate tasks. To answer, drag the appropriate service from the column on the left to its description on the right. Each service may be used once, more than once, or not at all. Note: Each correct selection is worth one point.",,,,,A,"Box 1: Speech The Speech service provides speech-to-text and text-to-speech capabilities with an Azure Speech resource. You can transcribe speech to text with high accuracy, produce natural-sounding text-to-speech voices, translate spoken audio, and use speaker recognition during conversations. Box 2: Language service Build applications with conversational language understanding, a Cognitive Service for Language feature that understands natural language to interpret user goals and extracts key information from conversational phrases. Create multilingual, customizable intent classification and entity extraction models for your domain-specific keywords or phrases across 96 languages. Box 3: Speech Incorrect: Not Translator text: Text translation is a cloud-based REST API feature of the Translator service that uses neural machine translation technology to enable quick and accurate source-to-target text translation in real time across all supported languages.",Unknown,Unknown,printable.pdf
92082617,You have a webchat bot that provides responses from a QnA Maker knowledge base. You need to ensure that the bot uses user feedback to improve the relevance of the responses over time. What should you use?,key phrase extraction,sentiment analysis,business logic,active learning,D,,Unknown,Unknown,printable.pdf
eae6a6d1,"You are developing a conversational AI solution that will communicate with users through multiple channels including email, Microsoft Teams, and webchat. Which service should you use?",Text Analytics,Azure Bot Service,Translator,Form Recognizer,B,,Unknown,Unknown,printable.pdf
243131f9,You need to provide content for a business chatbot that will help answer simple user queries. What are three ways to create question and answer text by using QnA Maker? Each correct answer presents a complete solution. Note: Each correct selection is worth one point.,Generate the questions and answers from an existing webpage.,Use automated machine learning to train a model based on a file that contains the questions.,Manually enter the questions and answers.,Connect the bot to the Cortana channel and ask questions by using Cortana.,None,,Unknown,Unknown,printable.pdf
f7806957,"You have a frequently asked questions (FAQ) PDF file.
You need to create a conversational support system based on the FAQ.
Which service should you use?",QnA Maker,Text Analytics,Computer Vision,Language Understanding (LUIS),A,"QnA Maker is a cloud-based API service that lets you create a conversational question-and-answer layer over your existing data. Use it to build a knowledge base by extracting questions and answers from your semi-structured content, including FAQs, manuals, and documents.",Unknown,Unknown,printable.pdf
339dba41,"To complete the sentence, select the appropriate option in the answer area. Hot Area:",,,,,None,"Reliability and safety: AI systems need to be reliable and safe in order to be trusted. It is important for a system to perform as it was originally designed and for it to respond safely to new situations. Its inherent resilience should resist intended or unintended manipulation. Rigorous testing and validation should be established for operating conditions to ensure that the system responds safely to edge cases, and A/B testing and champion/challenger methods should be integrated into the evaluation process. An AI system's performance can degrade over time, so a robust monitoring and model tracking process needs to be established to reactively and proactively measure the model's performance and retrain it, as necessary, to modernize it.",Unknown,Unknown,questions.pdf
8952b5dc,Match the principles of responsible AI to appropriate requirements.,,,,,None,,Unknown,Unknown,questions.pdf
f2b1c2c2,"You plan to deploy an Azure Machine Learning model as a service that will be used by client applications. Which three processes should you perform in sequence before you deploy the model? To answer, move the appropriate processes from the list of processes to the answer area and arrange them in the correct order.",,,,,None,,Unknown,Unknown,questions.pdf
ed0068f9,Select the answer that correctly completes the sentence.,,,,,None,"Fairness is a core ethical principle that all humans aim to understand and apply. This principle is even more important when AI systems are being developed. Key checks and balances need to make sure that the system's decisions don't discriminate or run a gender, race, sexual orientation, or religion bias toward a group or individual.",Unknown,Unknown,questions.pdf
2ca27a44,Match the types of AI workloads to the appropriate scenarios.,,,,,None,Box 1: Knowledge mining You can use Azure Cognitive Search's knowledge mining results and populate your knowledge base of your chatbot. Box 2: Computer vision Box 3: Natural language processing Natural language processing (NLP) is used for tasks such as sentiment analysis.,Unknown,Unknown,questions.pdf
62c28518,Match the machine learning tasks to the appropriate scenarios.,,,,,None,"Box 1: Model evaluation The Model evaluation module outputs a confusion matrix showing the number of true positives, false negatives, false positives, and true negatives, as well as ROC, Precision/Recall, and Lift curves. Box 2: Feature engineering Feature engineering is the process of using domain knowledge of the data to create features that help ML algorithms learn better. In Azure Machine Learning, scaling and normalization techniques are applied to facilitate feature engineering. Collectively, these techniques and feature engineering are referred to as featurization. Note: Often, features are created from raw data through a process of feature engineering. For example, a time stamp in itself might not be useful for modeling until the information is transformed into units of days, months, or categories that are relevant to the problem, such as holiday versus working day. Box 3: Feature selection In machine learning and statistics, feature selection is the process of selecting a subset of relevant, useful features to use in building an analytical model. Feature selection helps narrow the field of data to the most valuable inputs. Narrowing the field of data helps reduce noise and improve training performance.",Unknown,Unknown,questions.pdf
405bd181,HOTSPOT (Drag and Drop,,,,,None,,Unknown,Unknown,questions.pdf
b6afe2f0,What are two tasks that can be performed by using the Computer Vision service?,Train a custom image classification model.,Detect faces in an image.,Recognize handwritten text.,Translate the text in an image between languages.,None,"B: Azure's Computer Vision service provides developers with access to advanced algorithms that process images and return information based on the visual features you're interested in. For example, Computer Vision can determine whether an image contains adult content, find specific brands or objects, or find human faces. C: Computer Vision includes Optical Character Recognition (OCR) capabilities. You can use the new Read API to extract printed and handwritten text from images and documents.",Unknown,Unknown,questions.pdf
a4b2ac3c,What are two tasks that can be performed by using computer vision?,Predict stock prices.,Detect brands in an image.,Detect the color scheme in an image,Translate text between languages.,None,"B: Identify commercial brands in images or videos from a database of thousands of global logos. You can use this feature, for example, to discover which brands are most popular on social media or most prevalent in media product placement. C: Analyze color usage within an image. Computer Vision can determine whether an image is black & white or color and, for color images, identify the dominant and accent colors.",Unknown,Unknown,questions.pdf
257d4ce3,In which two scenarios can you use the Form Recognizer service?,Identify the retailer from a receipt,Translate from French to English,Extract the invoice number from an invoice,Find images of products in a catalog,None,,Unknown,Unknown,questions.pdf
b56c678c,In which two scenarios can you use speech recognition?,an in-car system that reads text messages aloud,providing closed captions for recorded or live videos,creating an automated public address system for a train station,creating a transcript of a telephone call or meeting,None,,Unknown,Unknown,questions.pdf
861aef0c,In which two scenarios can you use a speech synthesis solution?,an automated voice that reads back a credit card number entered into a telephone by using a numeric keypad,generating live captions for a news broadcast,extracting key phrases from the audio recording of a meeting,an AI character in a computer game that speaks audibly to a player,None,Azure Text to Speech is a Speech service feature that converts text to lifelike speech. Incorrect Answers: C: Extracting key phrases is not speech synthesis.,Unknown,Unknown,questions.pdf
69cf98ec,A solution is being developed with the ability to control smart devices by using verbal commands. Which two types of natural language processing (NLP) workloads does the solution use? Each correct answer presents part of the solution.,text-to-speech,key phrase extraction,speech-to-text,language modeling,None,"Key phrase extraction is one of the features offered by Azure Cognitive Service for Language, a collection of machine learning and AI algorithms in the cloud for developing intelligent applications that involve written language. Use key phrase extraction to quickly identify the main concepts in text. For example, in the text ""The food was delicious and the staff were wonderful."", key phrase extraction will return the main topics: ""food"" and ""wonderful staff"".",Unknown,Unknown,questions.pdf
7124f134,"Azure Cognitive Service for Language provides features including Language detection. (Select Yes if true, No if false)",Yes,No,,,A,"Box 1: Yes Azure Cognitive Service for Language provides features including: * Language detection: This pre-configured feature evaluates text, and determines the language it was written in. It returns a language identifier and a score that indicates the strength of the analysis.",Unknown,Unknown,questions.pdf
cda57204,"Handwritten detection is part of Azure Cognitive Service for Language. (Select Yes if true, No if false)",Yes,No,,,B,Box 2: No Handwritten detection is part of OCR (Optical Character Recognition).,Unknown,Unknown,questions.pdf
45c7cffb,"Azure Cognitive Service for Language provides features including Named Entity Recognition (NER). (Select Yes if true, No if false)",Yes,No,,,A,"Box 3: Yes Azure Cognitive Service for Language provides features including: * Named Entity Recognition (NER): This pre-configured feature identifies entities in text across several pre-defined categories. Note: Named entity recognition is a natural language processing technique that can automatically scan entire articles and pull out some fundamental entities in a text and classify them into predefined categories. Entities may be, Organizations, Quantities, Monetary values, Percentages, and more. People's names Company names Geographic locations (Both physical and political) Product names Dates and times Amounts of money Names of events",Unknown,Unknown,questions.pdf
493d318e,"Which Azure Cognitive Service provides speech-to-text and text-to-speech capabilities, allows transcribing speech to text with high accuracy, producing natural-sounding text-to-speech voices, translating spoken audio, and using speaker recognition during conversations?",Speech,Language service,Translator,,A,"The Speech service provides speech-to-text and text-to-speech capabilities with an Azure Speech resource. You can transcribe speech to text with high accuracy, produce natural-sounding text-to-speech voices, translate spoken audio, and use speaker recognition during conversations.",Unknown,Unknown,questions.pdf
138480c3,"Which Azure Cognitive Service allows building applications with conversational language understanding, interpreting user goals, extracting key information from conversational phrases, and creating multilingual, customizable intent classification and entity extraction models?",Speech,Language service,Translator,,B,"Build applications with conversational language understanding, a Cognitive Service for Language feature that understands natural language to interpret user goals and extracts key information from conversational phrases. Create multilingual, customizable intent classification and entity extraction models for your domain- specific keywords or phrases across 96 languages.",Unknown,Unknown,questions.pdf
7d623086,Which Azure Cognitive Service provides cloud-based REST API for text translation using neural machine translation technology to enable quick and accurate source-to-target text translation in real time across all supported languages?,Speech,Language service,Translator,,C,Text translation is a cloud-based REST API feature of the Translator service that uses neural machine translation technology to enable quick and accurate source-to-target text translation in real time across all supported languages.,Unknown,Unknown,questions.pdf
