question_id,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,domain,difficulty,source_file
d3f5d90d,You need to make the written press releases of your company available in a range of languages. Which service should you use?,Translator,Text Analytics,Speech,Language Understanding (LUIS),A,,Unknown,Unknown,ai-900-questions-only.pdf
a7e8c828,"You are authoring a Language Understanding (LUIS) application to support a music festival. You want users to be able to ask questions about scheduled shows, such as: `Which act is playing on the main stage?` The question `Which act is playing on the main stage?` is an example of which type of element?",an intent,an utterance,a domain,an entity,B,,Unknown,Unknown,ai-900-questions-only.pdf
2b87bc7a,You build a QnA Maker bot by using a frequently asked questions (FAQ) page. You need to add professional greetings and other responses to make the bot more user friendly. What should you do?,Increase the confidence threshold of responses,Enable active learning,Create multi-turn questions,Add chit-chat,D,,Unknown,Unknown,ai-900-questions-only.pdf
5f16c475,You need to develop a chatbot for a website. The chatbot must answer users' questions based on the information in the following documents: A product troubleshooting guide in a Microsoft Word document A frequently asked questions (FAQ) list on a webpage Which service should you use to process the documents?,Azure Bot Service,Language Understanding,Text Analytics,QnA Maker,D,,Unknown,Unknown,ai-900-questions-only.pdf
a713b06d,You are building a Language Understanding model for an e-commerce business. You need to ensure that the model detects when utterances are outside the intended scope of the model. What should you do?,Test the model by using new utterances,Add utterances to the None intent,Create a prebuilt task entity,Create a new model,B,,Unknown,Unknown,ai-900-questions-only.pdf
59944d91,Which two scenarios are examples of a natural language processing workload? Each correct answer presents a complete solution.,monitoring the temperature of machinery to turn on a fan when the temperature reaches a specific threshold,"a smart device in the home that responds to questions such as, ""What will the weather be like today?""",a website that uses a knowledge base to interactively respond to users' questions,assembly line machinery that autonomously inserts headlamps into cars,None,,Unknown,Unknown,ai-900-questions-only.pdf
2fcfce3c,You have an AI solution that provides users with the ability to control smart devices by using verbal commands. Which two types of natural language processing (NLP) workloads does the solution use? Each correct answer presents part of the solution.,text-to-speech,key phrase extraction,speech-to-text,language modeling,None,,Unknown,Unknown,ai-900-questions-only.pdf
fa39070b,You need to build an app that will read recipe instructions aloud to support users who have reduced vision. Which version service should you use?,Language service,Translator,Speech,Personalizer,C,,Unknown,Unknown,ai-900-questions-only.pdf
601782a5,You have a webchat bot that provides responses from a QnA Maker knowledge base. You need to ensure that the bot uses user feedback to improve the relevance of the responses over time. What should you use?,key phrase extraction,sentiment analysis,business logic,active learning,D,,Unknown,Unknown,ai-900-questions-only.pdf
c34efdbb,"You are developing a conversational AI solution that will communicate with users through multiple channels including email, Microsoft Teams, and webchat. Which service should you use?",Text Analytics,Azure Bot Service,Translator,Form Recognizer,B,,Unknown,Unknown,ai-900-questions-only.pdf
caeb9886,You have a frequently asked questions (FAQ) PDF file. You need to create a conversational support system based on the FAQ. Which service should you use?,QnA Maker,Text Analytics,Computer Vision,Language Understanding (LUIS),A,,Unknown,Unknown,ai-900-questions-only.pdf
9d6bb986,You need to reduce the load on telephone operators by implementing a chatbot to answer simple questions with predefined answers. Which two AI service should you use to achieve the goal? Each correct answer presents part of the solution.,Text Analytics,QnA Maker,Azure Bot Service,Translator,None,,Unknown,Unknown,ai-900-questions-only.pdf
08751416,Which two scenarios are examples of a conversational AI workload? Each correct answer presents a complete solution.,a smart device in the home that responds to questions such as What will the weather be like today?,a website that uses a knowledge base to interactively respond to users' questions,assembly line machinery that autonomously inserts headlamps into cars,monitoring the temperature of machinery to turn on a fan when the temperature reaches a specific threshold,None,,Unknown,Unknown,ai-900-questions-only.pdf
ae858746,You have the process shown in the following exhibit. Which type of AI solution is shown in the diagram?,a sentiment analysis solution,a chatbot,a machine learning model,a computer vision application,None,"Exhibit is missing, making it impossible to determine the correct answer.",Unknown,Unknown,ai-900-questions-only.pdf
e35ab25e,Which scenario is an example of a webchat bot?,"Determine whether reviews entered on a website for a concert are positive or negative, and then add a thumbs up or thumbs down emoji to the reviews.",Translate into English questions entered by customers at a kiosk so that the appropriate person can call the customers back.,"Accept questions through email, and then route the email messages to the correct person based on the content of the message.","From a website interface, answer common questions about scheduled events and ticket purchases for a music festival.",D,,Unknown,Unknown,ai-900-questions-only.pdf
6b310991,You have a knowledge base of frequently asked questions (FAQ). You create a bot that uses the knowledge base to respond to customer requests. You need to identify what the bot can perform without adding additional skills. What should you identify?,Register customer purchases.,Register customer complaints.,Answer questions from multiple users simultaneously.,Provide customers with return materials authorization (RMA) numbers.,C,,Unknown,Unknown,ai-900-questions-only.pdf
e9b6882b,You have an Azure Machine Learning pipeline that contains a Split Data module. The Split Data module outputs to a Train Model module and a Score Model module. What is the function of the Split Data module?,scaling numeric variables so that they are within a consistent numeric range,creating training and validation datasets,diverting records that have missing data,selecting columns that must be included in the model,B,,Unknown,Unknown,ai-900-questions-only.pdf
40d979e6,Which statement is an example of a Microsoft responsible AI principle?,AI systems must use only publicly available data,AI systems must be transparent and inclusive,AI systems must keep personal details public,AI systems must protect the interests of the company,B,,Unknown,Unknown,ai-900-questions-only.pdf
504ddff0,"During the process of Machine Learning, when should you review evaluation metrics.",Before you train a model.,After you clean the data.,Before you choose the type of model.,After you test a model on the validation data.,D,,Unknown,Unknown,ai-900-questions-only.pdf
42561231,You have a natural language processing (NLP) model that was created by using data obtained without permission. Which Microsoft principle for responsible AI does this breach?,reliability and safety,privacy and security,inclusiveness,transparency,B,,Unknown,Unknown,ai-900-questions-only.pdf
96312d08,Which machine learning technique can be used for anomaly detection?,A machine learning technique that classifies objects based on user supplied images.,A machine learning technique that understands written and spoken language.,A machine learning technique that classifies images based on their contents.,A machine learning technique that analyzes data over time and identifies unusual changes.,D,,Unknown,Unknown,ai-900-questions-only.pdf
25e56910,"You have an AI-based loan approval system. During testing, you discover that the system has a gender bias. Which responsible Al principle does this violate?",accountability,reliability and safety,transparency,fairness,D,,Unknown,Unknown,ai-900-questions-only.pdf
5c86b877,You are developing a system to predict the prices of insurance for drivers in the United Kingdom. You need to minimize bias in the system. What should you do?,Remove information about protected characteristics from the data before sampling.,Take a training sample that is representative of the population in the United Kingdom.,Create a training dataset that uses data from global insurers.,Take a completely random training sample.,B,,Unknown,Unknown,ai-900-questions-only.pdf
20954e94,You have a dataset. You need to build an Azure Machine Learning classification model that will identify defective products. What should you do first?,Load the dataset.,Create a clustering model.,Split the data into training and testing datasets.,Create a classification model.,A,,Unknown,Unknown,ai-900-questions-only.pdf
f5988a56,You use Azure Machine Learning designer to build a model pipeline. What should you create before you can run the pipeline?,a registered model,a compute resource,a Jupyter notebook,,B,,Unknown,Unknown,ai-900-questions-only.pdf
065d622b,"You need to create a customer support solution to help customers access information. The solution must support email, phone, and live chat channels. Which type of Al solution should you use?",machine learning,computer vision,chatbot,natural language processing (NLP),C,,Unknown,Unknown,ai-900-questions-only.pdf
a6068324,Predicting how many vehicles will travel across a bridge on a give day is an example of _______.,regression,translation,classification,clustering,A,,Unknown,Unknown,ai-900-questions-only.pdf
d790e344,"In a machine learning model, the data that is used as inputs are called ________.",dataset,labels,variables,,C,,Unknown,Unknown,ai-900-questions-only.pdf
937c156d,You need to create a clustering model and evaluate the model by using Azure Machine Learning designer. What should you do?,Split the original dataset into a dataset for training and a dataset for testing. Use the testing dataset for evaluation.,Use the original dataset for training and evaluation.,Split the original dataset into a dataset for features and a dataset for labels. Use the features dataset for evaluation.,Split the original dataset into a dataset for training and a dataset for testing. Use the training dataset for evaluation.,A,,Unknown,Unknown,ai-900-questions-only.pdf
056bd1f3,You have a machine learning model that predicts the value of ColumnE based on the other numeric columns. Which type of model is this?,analysis,clustering,regression,,C,,Unknown,Unknown,ai-900-questions-only.pdf
025b2554,You need to track multiple versions of a model that was trained by using Azure Machine Learning. What should you do?,Explain the model.,Register the model.,Register the training data.,Provision an inference cluster.,B,,Unknown,Unknown,ai-900-questions-only.pdf
6939dd92,You need to identify groups of rows with similar numeric values in a dataset. Which type of machine learning should you use?,clustering,regression,classification,,A,,Unknown,Unknown,ai-900-questions-only.pdf
e0576bb3,A historian can use ________ to digitize newspaper articles.,Object detection,Facial recognition,Image classification,Optical character recognition (OCR),D,,Unknown,Unknown,ai-900-questions-only.pdf
1825f184,You need to create a model that labels a collection of your personal digital photographs. Which Azure Cognitive Services service should you use?,Form Recognizer,Custom Vision,Language,Computer Vision,B,,Unknown,Unknown,ai-900-questions-only.pdf
6775fadd,"Your company manufactures widgets. You have 1,000 digital photos of the widgets. You need to identify the location of the widgets within the photos. What should you use?",Computer Vision Spatial Analysis,Custom Vision object detection,Computer Vision Image Analysis,Custom Vision classification,B,,Unknown,Unknown,ai-900-questions-only.pdf
2c75c368,You need to convert handwritten notes into digital text. Which type of computer vision should you use?,facial detection,optical character recognition (OCR),image classification,object detection,B,,Unknown,Unknown,ai-900-questions-only.pdf
5ef192c0,You need to implement a pre-built solution that will identify well-known brands in digital photographs. Which Azure Cognitive Services service should you use?,Custom Vision,Form Recognizer,Face,Computer Vision,D,,Unknown,Unknown,ai-900-questions-only.pdf
3149a327,Natural language processing can be used to __________.,Analyze video content,Generate speech,Classify email messages as work-related or personal.,Classify images,C,,Unknown,Unknown,ai-900-questions-only.pdf
91e0f549,You plan to develop a bot that will enable users to query a knowledge base by using natural language processing. Which two services should you include in the solution? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,Language Service,Azure Bot Service,Form Recognizer,Anomaly Detector,None,,Unknown,Unknown,ai-900-questions-only.pdf
7538cfd0,An app that analyzes social media posts to identify their tone is an example of which type of natural language processing (NLP) workload?,sentiment analysis,speech recognition,key phrase extraction,entity recognition,A,,Unknown,Unknown,ai-900-questions-only.pdf
865df71e,You are building a chatbot that will use natural language processing (NLP) to perform the following actions based on the text input of a user. • Accept customer orders. • Retrieve support documents. • Retrieve order status updates. Which type of NLP should you use?,sentiment analysis,named entity recognition,translation,language modeling,B,,Unknown,Unknown,ai-900-questions-only.pdf
d58d7dce,You have a website that includes customer reviews. You need to store the reviews in English and present the reviews to users in their respective language by recognizing each user's geographical location. Which type of natural language processing workload should you use?,key phrase extraction,speech recognition,language modeling,translation,D,,Unknown,Unknown,ai-900-questions-only.pdf
f3f018f8,You have a solution that analyzes social media posts to extract the mentions of city names and the city names discussed most frequently. Which type of natural language processing (NLP) workload does the solution use?,speech recognition,sentiment analysis,key phrase extraction,entity recognition,D,,Unknown,Unknown,ai-900-questions-only.pdf
c2f995d9,You are developing a solution that uses the Language service. You need to identify the main talking points in a collection of documents. Which type of natural language processing should you use?,language detection,sentiment analysis,entity recognition,key phrase extraction,D,,Unknown,Unknown,ai-900-questions-only.pdf
bf360791,Which type of natural language processing (NLP) entity is used to identify a phone number?,regular expression,machine-learned,list,Pattern.any,A,,Unknown,Unknown,ai-900-questions-only.pdf
6dec55c4,"You need to convert receipts into transactions in a spreadsheet. The spreadsheet must include the date of the transaction, the merchant, the total spent, and any taxes paid. Which Azure AI service should you use?",Custom Vision,Form Recognizer,Face,Language,B,,Unknown,Unknown,ai-900-questions-only.pdf
d45864ae,You have a security system that analyzes images from CCTV to provide authorized staff entry into restricted area. Which type of computer,,,,,None,,Unknown,Unknown,ai-900-questions-only.pdf
98f0c2eb,For which two workloads can you use computer vision? Each correct answer presents a complete solution.,assigning the color pixels in an image to object names,detecting inconsistencies and anomalies in a stream of data,creating visual representations of numerical data,creating photorealistic images by using three-dimensional models,None,,Unknown,Unknown,ai-900-questions-only.pdf
316c1a76,You have an app that identifies the coordinates of a product in an image of a supermarket shelf. Which service does the app use?,Custom Vision classification,Custom Vision object detection,Computer Vision Read,Computer Vision optical character recognition (OCR),B,,Unknown,Unknown,ai-900-questions-only.pdf
ac274194,You need to build an image tagging solution for social media that tags images of your friends automatically. Which Azure Cognitive Services service should you use?,Face,Form Recognizer,Language,Computer Vision,A,,Unknown,Unknown,ai-900-questions-only.pdf
c46bc0a2,You have a solution that reads manuscripts in different languages and categorizes the manuscripts based on topic. Which types of natural language processing (NLP) workloads does the solution use?,speech recognition and entity recognition,speech recognition and language modeling,translation and key phrase extraction,translation and sentiment analysis,C,,Unknown,Unknown,ai-900-questions-only.pdf
abd97718,You have 100 instructional videos that do NOT contain any audio. Each instructional video has a script. You need to generate a narration audio file for each video based on the script. Which type of workload should you use?,language modeling,speech recognition,speech synthesis,translation,C,,Unknown,Unknown,ai-900-questions-only.pdf
98981f54,Which AI service can you use to extract intent from a user input such as “Call me back later”?,Azure Cognitive Search,Translator,Language,Speech,C,,Unknown,Unknown,ai-900-questions-only.pdf
a391865c,What is an example of the Microsoft responsible AI principle of transparency?,ensuring that opportunities are allocated equally to all applicants,helping users understand the decisions made by an AI system,ensuring that developers are accountable for the solutions they create,ensuring that the privileged data of users is stored in a secure manner,B,,Unknown,Unknown,ai-900-questions-only.pdf
9c8bd427,"You need to provide customers with the ability to query the status of orders by using phones, social media, or digital assistants. What should you use?",an Azure Machine Learning model,the Translator service,a Form Recognizer model,Azure Bot Service,D,,Unknown,Unknown,ai-900-questions-only.pdf
fd006938,"You plan to build a conversational AI solution that can be surfaced in Microsoft Teams, Microsoft Cortana, and Amazon Alexa. Which service should you use?",Azure Bot Service,Azure Cognitive Search,Speech,Language service,A,,Unknown,Unknown,ai-900-questions-only.pdf
2d5361dc,Which Azure Cognitive Services service can be used to identify documents that contain sensitive information?,Custom Vision,Conversational Language Understanding,Form Recognizer,,None,,Unknown,Unknown,ai-900-questions-only.pdf
762955d0,A smart device that responds to the question “What is the stock price of Contoso. Ltd.?” is an example of which AI workload?,knowledge mining,natural language processing,computer vision,anomaly detection,B,,Unknown,Unknown,ai-900-questions-only.pdf
d281f8d3,You are building a tool that will process images from retail stores and identify the products of competitors. The solution must be trained on images provided by your company. Which Azure AI service should you use?,Form Recognizer,Custom Vision,Face,Computer Vision,B,,Unknown,Unknown,ai-900-questions-only.pdf
c2f4813f,Predicting agricultural yields based on weather conditions and soil quality measurements is an example of which type of machine learning model?,classification,regression,clustering,,B,,Unknown,Unknown,ai-900-questions-only.pdf
baa4f039,You need to identify street names based on street signs in photographs. Which type of computer vision should you use?,object detection,optical character recognition (OCR),image classification,facial recognition,B,,Unknown,Unknown,ai-900-questions-only.pdf
dc3077b6,You have a bot that identifies the brand names of products in images of supermarket shelves. Which service does the bot use?,AI enrichment for Azure Search capabilities,Computer Vision Image Analysis capabilities,Custom Vision Image Classification capabilities,Language Understanding capabilities,C,,Unknown,Unknown,ai-900-questions-only.pdf
b445d95b,You need to predict the income range of a given customer by using the following dataset. Which two fields should you use as features? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.,Education Level,Last Name,Age,Income Range,None,"First Name, Last Name, Age and Education Level are features. Income range is a label (what you want to predict). First Name and Last Name are irrelevant in that they have no bearing on income. Age and Education level are the features you should use.",Unknown,Unknown,ai-900.pdf
737783c8,What are two metrics that you can use to evaluate a regression model? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.,coefficient of determination (R2),F1 score,root mean squared error (RMSE),area under curve (AUC),None,"Small Tip: If its Regression model then remembers 'R' and the corresponding answer will be R2 and RMSE. A: R-squared (R2), or Coefficient of determination represents the predictive power of the model as a value between -inf and 1.00. 1.00 means there is a perfect fit, and the fit can be arbitrarily poor so the scores can be negative. C: RMS-loss or Root Mean Squared Error (RMSE) (also called Root Mean Square Deviation, RMSD), measures the difference between values predicted by a model and the values observed from the environment that is being modeled. Incorrect Answers: B: F1 score also known as balanced F-score or F-measure is used to evaluate a classification model. D: aucROC or area under the curve (AUC) is used to evaluate a classification model.",Unknown,Unknown,ai-900.pdf
41cefc34,Which type of machine learning should you use to identify groups of people who have similar purchasing habits?,classification,regression,clustering,,C,Clustering is a machine learning task that is used to group instances of data into clusters that contain similar characteristics. Clustering can also be used to identify relationships in a dataset,Unknown,Unknown,ai-900.pdf
31f51e92,Which metric can you use to evaluate a classification model?,true positive rate,mean absolute error (MAE),coefficient of determination (R2),root mean squared error (RMSE),A,"What does a good model look like? An ROC curve that approaches the top left corner with 100% true positive rate and 0% false positive rate will be the best model. A random model would display as a flat line from the bottom left to the top right corner. Worse than random would dip below the y=x line. MAE, RMSE and R2 are metris for regression:",Unknown,Unknown,ai-900.pdf
ffcc0c54,Which two actions are performed during the data ingestion and data preparation stage of an Azure Machine Learning process? Each correct answer presents part of the solution. NOTE: Each correct selection is worth one point.,Calculate the accuracy of the model.,Score test data by using the model.,Combine multiple datasets.,Use the model for real-time predictions.,None,,Unknown,Unknown,ai-900.pdf
dd13fe12,You need to predict the animal population of an area. Which Azure Machine Learning type should you use?,regression,clustering,classification,,A,Regression is a supervised machine learning technique used to predict numeric values.,Unknown,Unknown,ai-900.pdf
d080bcea,Which two languages can you use to write custom code for Azure Machine Learning designer? Each correct answer presents a complete solution. NOTE: Each correct selection is worth one point.,Python,R,C#,Scala,None,"Use Azure Machine Learning designer for customizing using Python and R code. ""Build and train machine learning models with state-of-the art machine learning and deep learning algorithms, including those for computer vision, text analytics, recommendations, and anomaly detection. Drag and drop modules for no-code models or customize using Python and R code."" as per the link given: https://azure.com/en-us/products/machine-learning/designer/#features",Unknown,Unknown,ai-900.pdf
df00f1d5,Which of the following scenarios can you use the Form Recognizer service? Each correct answer presents a complete solution.,Extract the invoice number from an invoice.,Translate a form from French to English.,Find image of product in a catalog.,Identify the retailer from a receipt.,None,"The Form Recognizer service in Microsoft Azure is an AI-powered document analysis tool that helps extract structured data and key-value pairs from documents such as invoices, receipts, forms, and business cards. Correct Scenarios: A. Extract the invoice number from an invoice: Reason: Form Recognizer is designed to analyze documents like invoices and extract specific fields, such as invoice numbers, dates, or total amounts. This is one of its primary use cases. D. Identify the retailer from a receipt: Reason: Form Recognizer can extract key information from receipts, such as the retailer's name, transaction dates, or itemized totals. This aligns with its capabilities. Incorrect Scenarios: B. Translate a form from French to English: Reason: Translating text is not a feature of Form Recognizer. Translation tasks fall under services like Azure Translator or similar language translation tools. C. Find an image of a product in a catalog: Reason: Form Recognizer processes text and data from documents but does not work with image-based object detection. For identifying images, you would use services like Computer Vision or Custom Vision. Key Tip: Use Form Recognizer for scenarios that involve extracting structured data from documents like invoices, receipts, or forms. Remember: it’s about data extraction from documents, not translation or image recognition. Reference: https://azure.microsoft.com/en-gb/services/cognitive-services/form-recognizer/#features",Unknown,Unknown,ai-900.pdf
1b4cd4ca,You are processing photos of runners in a race. You need to read the numbers on the runners' shirts to identity the runners in the photos. Which type of computer vision should you use?,facial recognition,optical character recognition (OCR),image classification,object detection,B,Optical character recognition (OCR) allows you to extract printed or handwritten text from images and documents. Reference: https://docs.microsoft.com/en-us/azure/cognitive-services/computer-vision/overview-ocr,Unknown,Unknown,ai-900.pdf
fa546a22,You use drones to identify where weeds grow between rows of crops to send an instruction for the removal of the weeds. This is an example of which type of computer vision?,object detection,optical character recognition (OCR),scene segmentation,,A,"Object detection is similar to tagging, but the API returns the bounding box coordinates for each tag applied. For example, if an image contains a dog, cat and person, the Detect operation will list those objects together with their coordinates in the image. Incorrect Answers: B: Optical character recognition (OCR) allows you to extract printed or handwritten text from images and documents. C: Scene segmentation determines when a scene changes in video based on visual cues. A scene depicts a single event and it's composed by a series of consecutive shots, which are semantically related. Reference: https://docs.microsoft.com/en-us/ai-builder/object-detection-overview https://docs.microsoft.com/en-us/azure/cognitive-services/computer-vision/overview-ocr https://docs.microsoft.com/en-us/azure/azure-video-analyzer/video-analyzer-for-media-docs/video-indexer-overview",Unknown,Unknown,ai-900.pdf
b1538582,What are two tasks that can be performed by using computer vision? Each correct answer presents a complete solution.,Predict stock prices.,Detect brands in an image.,Detect the color scheme in an image,Translate text between languages.,None,"B: Identify commercial brands in images or videos from a database of thousands of global logos. You can use this feature, for example, to discover which brands are most popular on social media or most prevalent in media product placement. C: Analyze color usage within an image. Computer Vision can determine whether an image is black & white or color and, for color images, identify the dominant and accent colors.",Unknown,Unknown,ai-900.pdf
2065f2c5,In which two scenarios can you use the Form Recognizer service? Each correct answer presents a complete solution.,Identify the retailer from a receipt,Translate from French to English,Extract the invoice number from an invoice,Find images of products in a catalog,None,"Correct Scenarios: A. Identify the retailer from a receipt: Why: Form Recognizer is designed to analyze receipts and extract key details such as the retailer's name, address, transaction amounts, or dates. This is a common use case for the service. C. Extract the invoice number from an invoice: Why: Another key feature of Form Recognizer is its ability to process invoices and extract fields like invoice numbers, dates, amounts, or customer details. This aligns perfectly with its capabilities. Incorrect Scenarios: B. Translate from French to English: Why Not: Translation is not a feature of Form Recognizer. Language translation tasks are handled by services like Azure Translator, not Form Recognizer. D. Find images of products in a catalog: Why Not: Form Recognizer processes text and structured data from documents, not images or product catalogs. Tasks involving images are better suited for services like Computer Vision or Custom Vision. Key Tip: Use Form Recognizer for extracting text-based data from documents like receipts, invoices, or forms. Focus on tasks related to data extraction and ignore tasks involving translation or image analysis.",Unknown,Unknown,ai-900.pdf
cf09cdf2,"DRAG DROP - Match the facial recognition tasks to the appropriate questions. To answer, drag the appropriate task from the column on the left to its question on the right. Each task may be used once, more than once, or not at all.",,,,,None,"Box 1: verification - Identity verification - Modern enterprises and apps can use the Face identification and Face verification operations to verify that a user is who they claim to be. Box 2: similarity - The Find Similar operation does face matching between a target face and a set of candidate faces, finding a smaller set of faces that look similar to the target face. This is useful for doing a face search by image. The service supports two working modes, matchPerson and matchFace. The matchPerson mode returns similar faces after filtering for the same person by using the Verify API. The matchFace mode ignores the same-person filter. It returns a list of similar candidate faces that may or may not belong to the same person. Box 3: identification - Face identification can address ""one-to-many"" matching of one face in an image to a set of faces in a secure repository. Match candidates are returned based on how closely their face data matches the query face. This scenario is used in granting building or airport access to a certain group of people or verifying the user of a device.",Unknown,Unknown,ai-900.pdf
10339860,Which Computer Vision feature can you use to generate automatic captions for digital photographs?,Recognize text.,Identify the areas of interest.,Detect objects.,Describe the images.,D,"Describe images with human-readable language Computer Vision can analyze an image and generate a human-readable phrase that describes its contents. The algorithm returns several descriptions based on different visual features, and each description is given a confidence score. The final output is a list of descriptions ordered from highest to lowest confidence. The image description feature is part of the Analyze Image API.",Unknown,Unknown,ai-900.pdf
631d3449,HOTSPOT - Select the answer that correctly completes the sentence.,,,,,None,"Handwriting OCR (optical character recognition) is the process of automatically extracting handwritten information from paper, scans and other low-quality digital documents.",Unknown,Unknown,ai-900.pdf
9f6afce3,In which two scenarios can you use speech recognition? Each correct answer presents a complete solution.,an in-car system that reads text messages aloud,providing closed captions for recorded or live videos,creating an automated public address system for a train station,creating a transcript of a telephone call or meeting,None,"B, D is correct as LUIS interpret meaning of text whereas text analytics is for sentiment or key Phrase extraction.",Unknown,Unknown,ai-900.pdf
cd166d86,"HOTSPOT - To complete the sentence, select the appropriate option in the answer area.",,,,,None,,Unknown,Unknown,ai-900.pdf
212fa882,"HOTSPOT - For each of the following statements, select Yes if the statement is true. Otherwise, select No.",,,,,None,Transcribe a call to text -Speech Service: Speech to Text Service Extract call Transcription to find key entity - Text Analytic : Entity Recognition Translate a call to different language : Speech Service : Speech Translations Thus Y/ Y /Y,Unknown,Unknown,ai-900.pdf
bf354404,In which two scenarios can you use a speech synthesis solution? Each correct answer presents a complete solution.,an automated voice that reads back a credit card number entered into a telephone by using a numeric keypad,generating live captions for a news broadcast,extracting key phrases from the audio recording of a meeting,an AI character in a computer game that speaks audibly to a player,None,Azure Text to Speech is a Speech service feature that converts text to lifelike speech. Incorrect Answers: C: Extracting key phrases is not speech synthesis.,Unknown,Unknown,ai-900.pdf
5320b9f6,"DRAG DROP - You need to scan the news for articles about your customers and alert employees when there is a negative article. Positive articles must be added to a press book. Which natural language processing tasks should you use to complete the process? To answer, drag the appropriate tasks to the correct locations. Each task may be used once, more than once, or not at all.",,,,,None,"Box 1: Entity recognition - the Named Entity Recognition module in Machine Learning Studio (classic), to identify the names of things, such as people, companies, or locations in a column of text. Named entity recognition is an important area of research in machine learning and natural language processing (NLP), because it can be used to answer many real-world questions, such as: ✑ Which companies were mentioned in a news article? ✑ Does a tweet contain the name of a person? Does the tweet also provide his current location? ✑ Were specified products mentioned in complaints or reviews? Box 2: Sentiment Analysis - The Text Analytics API's Sentiment Analysis feature provides two ways for detecting positive and negative sentiment. If you send a Sentiment Analysis request, the API will return sentiment labels (such as ""negative"", ""neutral"" and ""positive"") and confidence scores at the sentence and document-level.",Unknown,Unknown,ai-900.pdf
d729d45c,Which type of AI solution is shown in the diagram?,a sentiment analysis solution,a chatbot,a machine learning model,a computer vision application,B,"In the provided diagram, the process shows the interaction between a user and a bot, which responds to user queries using a knowledge base. The bot's response is based on a structured data format (JSON) that includes a specific answer with metadata. Why B is Correct (Chatbot): The bot responds to a user query (""How do I programmatically update my Knowledge Base?"") and provides an answer. The response comes from a knowledge base that the bot can access, which is typically part of a chatbot solution. The interaction shown—where a user asks a question and gets a structured, informative response from a knowledge base—is characteristic of a chatbot system that handles user queries. Why Not the Others? A. Sentiment analysis solution: Sentiment analysis involves understanding the sentiment o",Unknown,Unknown,ai-900.pdf
75227ad8,Predicting how many vehicles will travel across a bridge on a give day is an example of _______. Select the answer that correctly completes the sentence.,regression,translation,classification,clustering,A,"Predicting how many vehicles will travel across a bridge involves forecasting a numerical value, which is the hallmark of a regression problem. Regression is used in machine learning to predict continuous outcomes, such as sales, temperatures, or traffic volume. Why the other options are incorrect: B. Translation: Incorrect: Translation is a Natural Language Processing (NLP) task that converts text from one language to another. It is unrelated to predicting numerical values. C. Classification: Incorrect: Classification is used for predicting discrete categories (e.g., ""defective"" vs. ""non-defective"" or ""yes"" vs. ""no""). It does not deal with continuous numerical outputs. D. Clustering: Incorrect: Clustering groups data into clusters based on similarities but does not predict numerical values. It is used for exploratory data analysis, not forecasting.",Unknown,Unknown,ai-900.pdf
f84ebe9d,"In a machine learning model, the data that is used as inputs are called ________. Select the answer that correctly completes the sentence.",dataset,labels,variables,,C,"Labels is indeed the output. Would prefer to say features as well, but features and variables refer to the same thing in the context of machine learning, which is the input data used to train the model. A dataset is a collection of data points, each of which contains one or more features. So would go for C. In a machine learning model, the input data that is used to predict the output is referred to as variables (or features). These are the independent variables or predictors that the model uses to learn patterns and make predictions. Why the other options are incorrect: A. Dataset: Incorrect: A dataset refers to the entire collection of data, including both input variables and target labels. It is not just the inputs but the whole dataset. B. Labels: Incorrect: Labels are the output or target values in supervised learning, representing the result the model is trying to predict. They are not the inputs.",Unknown,Unknown,ai-900.pdf
7573bdb3,You have a dataset that contains the columns shown in the following table. You have a machine learning model that predicts the value of ColumnE based on the other numeric columns. Which type of model is this?,analysis,clustering,regression,,C,"regression https://learn.microsoft.com/en-us/training/modules/create-regression-model-azure-machine-learning-designer/2-regression-scenarios Regression is a form of machine learning used to understand the relationships between variables to predict a desired outcome. Regression predicts a numeric label or outcome based on variables, or features. For example, an automobile sales company might use the characteristics of a car (such as engine size, number of seats, mileage, and so on) to predict its likely selling price. In this case, the characteristics of the car are the features, and the selling price is the label.",Unknown,Unknown,ai-900.pdf
58d5b59b,You need to identify groups of rows with similar numeric values in a dataset. Which type of machin,,,,,None,,Unknown,Unknown,ai-900.pdf
66a90d7b,e learning should you use?,clustering,regression,classification,,A,"clustering Clustering is a type of unsupervised learning used to group rows of data with similar patterns or numeric values without needing predefined labels. It identifies natural groupings or patterns in the dataset. Why the other options are incorrect: B. Regression Regression is used for predicting a continuous numeric value based on input features. For example, predicting house prices or temperature. It’s not suitable for identifying groups of similar rows, as it focuses on finding a relationship between variables, not grouping. C. Classification Classification is a supervised learning method used to assign predefined categories or labels to data points. For example, classifying emails as ""spam"" or ""not spam."" It requires labeled data, so it’s not applicable when grouping similar rows without prior labels.",Unknown,Unknown,ai-900.pdf
